carat,cut,color,clarity,depth,table,x,y,z
0.33,0.0,4.0,3.0,62.0,55.0,4.46,4.44,2.76
0.4,2.0,3.0,3.0,60.4,57.0,4.76,4.77,2.88
0.31,0.0,3.0,2.0,61.8,54.0,4.36,4.38,2.7
1.01,1.0,3.0,2.0,61.7,59.0,6.44,6.37,3.95
0.77,0.0,2.0,5.0,61.5,55.0,5.88,5.92,3.63
0.7,0.0,0.0,5.0,62.0,54.0,5.73,5.76,3.56
0.5,0.0,1.0,4.0,62.0,56.0,5.1,5.06,3.15
0.9,2.0,3.0,4.0,58.8,61.0,6.28,6.3,3.7
1.5,1.0,2.0,4.0,61.0,58.0,7.37,7.31,4.48
0.7,2.0,0.0,5.0,61.0,59.0,5.67,5.7,3.47
0.31,0.0,1.0,1.0,61.7,56.0,4.33,4.36,2.68
0.28,2.0,4.0,2.0,62.0,55.0,4.21,4.23,2.62
0.33,0.0,1.0,4.0,61.0,57.0,4.43,4.46,2.71
0.82,2.0,6.0,6.0,62.0,58.0,5.93,5.98,3.69
0.39,3.0,3.0,1.0,61.6,61.0,4.71,4.74,2.91
0.77,1.0,1.0,3.0,60.8,56.0,5.95,5.9,3.6
0.31,0.0,3.0,4.0,62.0,57.0,4.37,4.34,2.7
1.06,0.0,5.0,4.0,62.3,56.0,6.51,6.56,4.07
0.61,0.0,1.0,2.0,61.3,54.0,5.51,5.59,3.4
1.05,1.0,1.0,5.0,61.8,56.0,6.57,6.5,4.04
2.03,1.0,1.0,6.0,61.5,59.0,8.16,8.24,5.04
1.0,3.0,0.0,4.0,63.1,56.0,6.36,6.4,4.02
0.79,0.0,0.0,5.0,61.2,57.0,5.94,5.98,3.65
0.75,4.0,2.0,6.0,65.1,57.0,5.7,5.66,3.7
1.0,2.0,4.0,1.0,63.5,60.0,6.36,6.3,4.02
0.4,1.0,1.0,5.0,62.2,58.0,4.71,4.74,2.94
0.72,0.0,1.0,4.0,62.7,55.0,5.76,5.73,3.6
1.0,0.0,3.0,2.0,62.6,55.0,6.37,6.4,4.0
0.3,0.0,1.0,4.0,61.8,56.0,4.3,4.34,2.67
1.51,2.0,3.0,5.0,63.4,58.0,7.19,7.3,4.59
0.46,0.0,2.0,5.0,61.6,54.0,4.97,5.0,3.07
1.25,0.0,6.0,2.0,62.1,56.0,6.81,6.84,4.24
0.55,2.0,0.0,5.0,61.6,56.0,5.24,5.28,3.24
0.91,3.0,3.0,3.0,63.2,58.0,6.07,6.15,3.86
1.5,2.0,4.0,6.0,63.3,57.0,7.27,7.21,4.59
0.55,0.0,1.0,6.0,61.8,55.0,5.26,5.29,3.26
0.5,3.0,1.0,6.0,63.2,61.0,5.02,5.05,3.18
0.52,0.0,2.0,0.0,60.3,57.0,5.23,5.28,3.17
0.41,0.0,2.0,6.0,61.6,54.0,4.78,4.8,2.95
0.38,0.0,4.0,1.0,60.7,56.0,4.75,4.74,2.88
2.03,0.0,4.0,5.0,60.8,57.0,8.18,8.24,4.99
0.93,2.0,3.0,6.0,62.9,56.0,6.2,6.23,3.91
0.52,0.0,0.0,4.0,61.5,56.0,5.15,5.19,3.18
0.52,1.0,1.0,5.0,60.3,58.0,5.2,5.24,3.15
0.93,3.0,5.0,4.0,58.2,60.0,6.41,6.48,3.75
0.33,0.0,1.0,5.0,62.0,54.0,4.41,4.43,2.74
0.27,2.0,0.0,2.0,62.3,57.0,4.13,4.15,2.58
0.5,0.0,4.0,4.0,62.3,54.0,5.11,5.13,3.19
0.31,0.0,0.0,2.0,61.7,54.0,4.38,4.43,2.72
1.11,1.0,5.0,5.0,61.9,58.0,6.63,6.61,4.1
0.33,1.0,3.0,3.0,61.3,58.0,4.42,4.45,2.72
1.02,3.0,1.0,6.0,63.4,57.0,6.41,6.43,4.07
1.01,1.0,3.0,0.0,61.3,58.0,6.48,6.4,3.95
0.36,0.0,1.0,5.0,62.1,56.0,4.59,4.56,2.84
0.57,0.0,2.0,4.0,59.2,57.0,5.45,5.5,3.24
0.71,0.0,1.0,4.0,61.7,56.0,5.73,5.75,3.54
1.11,2.0,5.0,6.0,62.5,58.0,6.59,6.65,4.14
0.43,0.0,2.0,2.0,62.2,55.0,4.83,4.85,3.01
0.4,0.0,5.0,0.0,62.4,56.0,4.7,4.73,2.94
0.71,2.0,2.0,4.0,63.1,58.0,5.65,5.7,3.58
1.01,0.0,5.0,5.0,60.0,60.0,6.53,6.57,3.93
1.03,1.0,0.0,6.0,61.7,58.0,6.5,6.47,4.0
1.12,2.0,3.0,2.0,62.6,59.0,6.58,6.61,4.13
0.41,0.0,5.0,1.0,62.0,54.5,4.77,4.8,2.97
1.5,2.0,1.0,5.0,59.6,58.0,7.38,7.41,4.41
0.32,1.0,2.0,1.0,61.3,58.0,4.37,4.4,2.69
0.28,0.0,4.0,0.0,63.0,55.0,4.14,4.19,2.62
1.32,1.0,5.0,3.0,62.4,58.0,7.01,6.96,4.36
1.19,2.0,4.0,5.0,60.8,59.0,6.84,6.87,4.17
0.34,0.0,1.0,5.0,61.0,55.0,4.54,4.56,2.77
0.7,2.0,5.0,5.0,63.2,59.0,5.59,5.62,3.54
0.81,0.0,2.0,5.0,61.5,57.0,6.01,6.06,3.71
0.7,4.0,5.0,6.0,65.9,58.0,5.46,5.5,3.61
0.7,2.0,0.0,5.0,62.5,63.0,5.7,5.63,3.54
0.72,2.0,2.0,3.0,63.4,57.0,5.68,5.7,3.61
0.91,2.0,0.0,6.0,63.4,59.0,6.12,6.15,3.89
0.4,2.0,5.0,5.0,63.2,54.0,4.69,4.67,2.96
0.37,0.0,2.0,1.0,61.5,56.0,4.59,4.61,2.83
0.91,0.0,5.0,6.0,61.6,57.0,6.24,6.23,3.84
0.52,0.0,3.0,3.0,61.7,57.0,5.16,5.18,3.19
0.33,0.0,2.0,4.0,61.1,56.0,4.47,4.5,2.74
0.9,2.0,6.0,3.0,62.6,55.0,6.11,6.13,3.83
1.06,1.0,1.0,4.0,62.3,58.0,6.52,6.49,4.05
0.41,1.0,1.0,5.0,61.8,60.0,4.78,4.74,2.94
0.57,0.0,1.0,6.0,62.1,55.0,5.34,5.36,3.32
0.71,0.0,3.0,5.0,61.9,56.0,5.73,5.76,3.55
0.55,0.0,1.0,3.0,61.1,55.0,5.3,5.33,3.25
1.51,0.0,6.0,5.0,61.4,57.0,7.38,7.43,4.55
0.35,0.0,0.0,4.0,62.3,55.0,4.52,4.54,2.82
2.02,4.0,6.0,6.0,64.6,55.0,7.93,7.84,5.09
0.4,0.0,4.0,3.0,61.2,55.0,4.75,4.79,2.92
0.95,1.0,1.0,6.0,60.7,59.0,6.3,6.36,3.84
0.93,0.0,1.0,5.0,59.6,57.0,6.37,6.42,3.81
1.5,1.0,3.0,3.0,60.8,61.0,7.36,7.29,4.45
2.01,4.0,3.0,4.0,67.5,55.0,7.7,7.79,5.23
0.58,3.0,3.0,5.0,63.5,56.0,5.28,5.34,3.37
0.32,1.0,3.0,3.0,59.2,59.0,4.47,4.45,2.64
1.7,2.0,5.0,5.0,63.1,57.0,7.51,7.46,4.72
0.33,0.0,1.0,2.0,61.8,56.0,4.44,4.46,2.75
0.31,0.0,3.0,5.0,61.8,55.0,4.38,4.42,2.72
1.19,0.0,2.0,4.0,62.0,57.0,6.78,6.76,4.2
1.0,0.0,3.0,3.0,62.9,57.0,6.36,6.32,3.99
0.35,3.0,3.0,5.0,63.8,54.0,4.48,4.46,2.85
1.01,0.0,3.0,6.0,61.4,57.0,6.44,6.48,3.97
0.76,2.0,4.0,4.0,63.4,58.0,5.78,5.74,3.65
0.41,3.0,2.0,5.0,63.1,56.0,4.69,4.73,2.97
1.32,1.0,6.0,4.0,60.4,58.0,7.11,7.14,4.3
0.73,0.0,4.0,3.0,61.9,55.0,5.79,5.76,3.58
0.41,1.0,2.0,6.0,59.0,58.0,4.87,4.89,2.88
0.5,1.0,1.0,4.0,58.6,60.0,5.21,5.16,3.04
0.3,0.0,3.0,1.0,62.3,55.0,4.29,4.31,2.68
0.9,4.0,0.0,6.0,66.0,58.0,6.0,5.97,3.95
0.51,2.0,1.0,3.0,62.0,61.0,5.11,5.14,3.18
0.31,2.0,3.0,1.0,62.8,53.0,4.34,4.36,2.73
0.42,3.0,5.0,1.0,59.2,61.0,4.88,4.91,2.9
1.14,1.0,3.0,5.0,62.7,58.0,6.68,6.63,4.17
0.83,0.0,1.0,5.0,61.5,55.0,6.05,6.08,3.73
0.41,0.0,0.0,3.0,61.1,56.0,4.8,4.83,2.94
1.19,0.0,1.0,6.0,61.9,56.0,6.8,6.84,4.22
0.34,1.0,5.0,5.0,60.0,58.0,4.55,4.51,2.72
0.23,2.0,1.0,2.0,61.4,62.0,3.9,3.95,2.41
0.9,0.0,1.0,6.0,62.0,55.0,6.23,6.15,3.84
0.55,0.0,2.0,4.0,61.7,56.0,5.3,5.26,3.26
1.23,2.0,4.0,1.0,62.5,58.0,6.77,6.82,4.25
1.57,0.0,4.0,5.0,61.8,55.0,7.47,7.51,4.63
1.5,2.0,5.0,5.0,60.3,60.0,7.46,7.43,4.49
2.06,0.0,4.0,6.0,62.0,57.0,8.1,8.06,5.01
1.5,1.0,4.0,4.0,60.0,62.0,7.41,7.38,4.44
1.27,2.0,0.0,5.0,62.5,58.0,6.87,6.92,4.31
1.47,1.0,6.0,6.0,60.0,58.0,7.36,7.31,4.4
0.77,2.0,6.0,6.0,61.3,58.0,5.84,5.91,3.6
0.31,0.0,0.0,4.0,61.0,54.0,4.38,4.44,2.69
0.9,0.0,4.0,3.0,61.6,56.0,6.17,6.13,3.79
0.43,2.0,1.0,5.0,63.4,56.0,4.82,4.8,3.05
0.42,1.0,3.0,4.0,60.6,59.0,4.78,4.85,2.92
0.81,0.0,3.0,3.0,62.3,57.0,5.99,5.95,3.72
0.24,1.0,1.0,1.0,60.7,58.0,4.03,4.01,2.44
0.31,2.0,1.0,5.0,63.1,57.0,4.31,4.28,2.71
0.81,0.0,3.0,4.0,61.5,55.0,6.0,6.06,3.71
2.0,2.0,4.0,5.0,60.3,61.0,8.11,8.17,4.91
0.5,2.0,3.0,2.0,60.0,56.0,5.18,5.21,3.12
1.12,1.0,3.0,6.0,61.2,58.0,6.69,6.67,4.09
0.3,0.0,4.0,2.0,62.6,55.0,4.25,4.28,2.67
0.72,2.0,3.0,6.0,61.9,59.0,5.67,5.71,3.52
0.9,2.0,4.0,6.0,59.6,59.0,6.38,6.24,3.76
0.52,0.0,1.0,3.0,62.6,57.0,5.11,5.15,3.21
0.52,0.0,3.0,2.0,61.4,55.3,5.18,5.21,3.19
1.0,0.0,3.0,3.0,62.7,54.0,6.42,6.37,4.01
0.5,3.0,3.0,3.0,59.8,63.0,5.12,5.15,3.07
0.55,1.0,5.0,4.0,61.7,55.0,5.35,5.29,3.28
0.42,0.0,3.0,4.0,60.8,57.0,4.85,4.82,2.94
0.44,1.0,3.0,5.0,61.1,59.0,4.86,4.9,2.98
1.0,1.0,1.0,4.0,60.0,60.0,6.43,6.43,3.89
0.31,1.0,3.0,4.0,60.9,58.0,4.35,4.38,2.66
0.44,0.0,2.0,2.0,60.9,55.0,4.96,4.92,3.01
0.32,0.0,2.0,2.0,62.1,54.0,4.41,4.44,2.75
0.62,0.0,3.0,2.0,61.6,56.0,5.48,5.51,3.38
0.7,2.0,3.0,5.0,62.1,58.0,5.66,5.7,3.53
0.96,0.0,4.0,6.0,62.1,57.0,6.3,6.35,3.93
0.24,2.0,0.0,5.0,63.1,55.0,3.95,4.01,2.51
0.9,1.0,4.0,4.0,61.7,59.0,6.19,6.13,3.8
0.9,2.0,2.0,6.0,62.0,61.0,6.14,6.16,3.81
1.01,0.0,3.0,5.0,61.8,55.0,6.46,6.43,3.98
0.33,0.0,3.0,0.0,62.7,56.0,4.39,4.44,2.77
0.33,0.0,3.0,1.0,60.4,58.0,4.5,4.51,2.72
1.4,0.0,4.0,5.0,62.4,56.0,7.11,7.18,4.46
2.13,1.0,5.0,5.0,62.5,60.0,8.18,8.13,5.1
1.3,0.0,3.0,0.0,62.3,56.0,6.95,6.99,4.34
1.01,1.0,3.0,2.0,61.2,58.0,6.45,6.49,3.96
0.57,0.0,1.0,5.0,61.9,56.0,5.35,5.32,3.3
0.27,2.0,1.0,1.0,59.9,57.0,4.23,4.25,2.54
1.41,0.0,4.0,3.0,60.7,56.0,7.31,7.22,1.41
0.25,3.0,1.0,3.0,63.3,60.0,3.99,4.04,2.54
0.55,2.0,3.0,3.0,62.0,57.0,5.25,5.3,3.27
1.51,0.0,2.0,5.0,62.3,57.0,7.33,7.3,4.56
0.52,0.0,3.0,5.0,62.6,56.0,5.16,5.13,3.22
0.38,0.0,5.0,5.0,61.5,56.0,4.67,4.7,2.88
0.31,3.0,3.0,2.0,63.8,56.0,4.24,4.28,2.72
0.72,2.0,5.0,4.0,63.3,57.0,5.66,5.72,3.6
1.08,2.0,3.0,6.0,60.3,58.0,6.65,6.72,4.03
1.01,1.0,1.0,6.0,60.6,58.0,6.47,6.53,3.94
0.7,4.0,1.0,5.0,64.4,53.0,5.61,5.57,3.6
0.34,0.0,5.0,5.0,61.9,57.0,4.49,4.52,2.79
1.02,2.0,4.0,4.0,63.3,55.0,6.4,6.33,4.03
1.01,0.0,1.0,3.0,60.4,59.0,6.52,6.5,3.93
0.57,0.0,0.0,5.0,62.4,56.0,5.32,5.29,3.31
0.5,3.0,2.0,4.0,60.9,60.4,5.13,5.2,3.14
0.5,2.0,1.0,4.0,63.6,59.0,4.99,5.04,3.19
0.5,2.0,1.0,4.0,61.3,58.0,5.06,5.12,3.12
0.41,2.0,1.0,2.0,63.1,58.0,4.75,4.72,2.99
2.22,0.0,6.0,3.0,61.8,59.0,8.34,8.37,5.16
1.27,0.0,2.0,4.0,62.8,56.0,6.9,6.86,4.32
0.32,0.0,1.0,5.0,62.2,54.0,4.38,4.4,2.73
1.11,1.0,2.0,5.0,60.4,58.0,6.68,6.66,4.03
0.42,1.0,0.0,2.0,62.8,59.0,4.76,4.73,2.98
0.52,0.0,3.0,3.0,62.3,55.0,5.16,5.14,3.21
1.19,1.0,5.0,6.0,59.5,59.0,6.95,6.89,4.12
1.46,1.0,0.0,6.0,62.0,55.0,7.32,7.23,4.51
0.52,2.0,3.0,1.0,60.9,56.0,5.18,5.24,3.17
1.21,0.0,5.0,3.0,61.5,56.0,6.83,6.87,4.22
1.24,2.0,6.0,3.0,59.1,62.0,7.06,7.04,4.17
0.41,2.0,1.0,5.0,61.8,60.0,4.74,4.78,2.94
1.05,2.0,4.0,5.0,60.2,62.0,6.52,6.57,3.94
1.5,3.0,3.0,5.0,63.7,59.0,7.19,7.23,4.59
0.42,1.0,2.0,2.0,60.3,59.0,4.86,4.83,2.92
1.06,0.0,5.0,1.0,60.2,57.0,6.62,6.66,4.0
0.91,2.0,3.0,5.0,62.8,58.0,6.15,6.18,3.87
1.22,1.0,2.0,4.0,59.8,59.0,6.96,6.92,4.15
0.73,0.0,3.0,5.0,60.6,57.0,5.84,5.87,3.55
0.56,0.0,1.0,4.0,61.6,57.0,5.3,5.32,3.27
0.3,2.0,2.0,4.0,63.0,55.0,4.28,4.29,2.7
0.3,2.0,5.0,1.0,60.5,60.0,4.32,4.34,2.62
0.35,0.0,4.0,0.0,60.8,56.0,4.61,4.6,2.8
0.74,1.0,0.0,6.0,61.8,59.0,5.85,5.83,3.61
0.88,2.0,1.0,6.0,59.1,58.0,6.22,6.3,3.7
0.35,0.0,0.0,1.0,61.5,57.0,4.52,4.55,2.79
1.07,0.0,2.0,3.0,62.1,55.0,6.58,6.56,4.08
1.12,0.0,4.0,5.0,62.3,56.0,6.7,6.65,4.16
0.37,1.0,3.0,5.0,60.0,57.0,4.7,4.67,2.81
0.53,3.0,5.0,5.0,65.5,59.0,5.01,5.06,3.3
0.32,0.0,0.0,3.0,60.4,56.0,4.44,4.46,2.69
0.54,0.0,1.0,6.0,60.4,57.0,5.33,5.27,3.2
1.06,2.0,0.0,6.0,60.9,58.0,6.57,6.63,4.02
0.3,1.0,2.0,5.0,62.1,60.0,4.28,4.26,2.65
0.4,1.0,3.0,0.0,59.8,58.0,4.79,4.85,2.88
1.51,0.0,3.0,3.0,61.6,56.0,7.37,7.34,4.53
0.25,2.0,1.0,2.0,59.8,59.0,4.07,4.09,2.44
0.32,0.0,6.0,5.0,61.8,54.9,4.39,4.42,2.72
0.31,0.0,1.0,4.0,61.7,57.0,4.35,4.37,2.69
0.9,2.0,0.0,5.0,62.8,59.0,6.14,6.18,3.87
0.39,1.0,1.0,1.0,60.7,58.0,4.73,4.69,2.86
1.0,1.0,2.0,5.0,60.6,62.0,6.43,6.4,3.89
1.22,1.0,0.0,6.0,62.0,60.0,6.8,6.74,4.2
1.71,1.0,4.0,3.0,62.1,59.0,7.63,7.55,4.71
0.9,3.0,3.0,5.0,62.2,62.5,6.08,6.1,3.78
1.2,2.0,0.0,5.0,60.7,58.0,6.81,6.86,4.15
1.5,1.0,1.0,6.0,61.1,58.0,7.34,7.31,4.47
0.3,2.0,1.0,4.0,62.1,62.0,4.21,4.26,2.63
0.71,2.0,2.0,6.0,60.9,56.0,5.8,5.83,3.54
0.31,0.0,1.0,4.0,61.5,55.0,4.37,4.41,2.7
0.53,1.0,1.0,4.0,58.5,61.0,5.33,5.26,3.1
2.01,2.0,1.0,6.0,60.6,59.0,8.11,8.25,4.96
0.59,0.0,2.0,6.0,60.1,57.0,5.45,5.49,3.29
0.34,0.0,2.0,6.0,60.1,56.0,4.54,4.55,2.73
0.38,0.0,1.0,2.0,61.6,55.0,4.67,4.72,2.89
1.07,1.0,3.0,6.0,62.9,59.0,6.58,6.51,4.12
0.32,1.0,1.0,2.0,59.9,58.0,4.5,4.45,2.68
0.8,0.0,0.0,5.0,61.7,56.0,5.96,6.0,3.69
0.38,3.0,0.0,4.0,63.4,55.0,4.63,4.67,2.95
1.26,0.0,4.0,3.0,61.4,56.0,7.01,6.97,4.29
1.01,0.0,1.0,6.0,61.9,56.0,6.43,6.46,3.99
0.3,3.0,4.0,2.0,63.7,55.0,4.27,4.24,2.71
1.1,2.0,2.0,5.0,58.9,63.0,6.73,6.78,3.98
0.7,2.0,3.0,5.0,59.1,62.0,5.8,5.91,3.46
0.31,0.0,1.0,4.0,61.6,57.0,4.35,4.38,2.69
1.22,2.0,3.0,3.0,61.2,58.0,6.85,6.9,4.21
0.7,0.0,2.0,3.0,61.5,55.0,5.73,5.75,3.53
0.9,3.0,3.0,5.0,63.7,58.0,6.09,6.12,3.89
0.38,0.0,2.0,5.0,60.9,55.0,4.7,4.72,2.87
0.42,0.0,0.0,2.0,61.7,55.0,4.79,4.83,2.97
1.02,2.0,3.0,6.0,61.6,61.0,6.46,6.47,3.98
0.38,0.0,3.0,2.0,60.7,57.0,4.7,4.73,2.86
0.81,1.0,3.0,4.0,62.0,58.0,5.95,5.92,3.68
0.52,0.0,0.0,2.0,61.4,56.0,5.23,5.2,3.2
0.55,0.0,1.0,5.0,62.3,56.0,5.26,5.23,3.27
0.94,2.0,0.0,5.0,58.4,58.0,6.41,6.51,3.77
1.01,2.0,1.0,4.0,62.0,55.0,6.42,6.46,3.99
1.2,0.0,2.0,4.0,62.3,55.0,6.83,6.79,4.24
0.28,2.0,1.0,3.0,58.9,58.0,4.27,4.32,2.53
0.9,1.0,4.0,6.0,59.5,60.0,6.32,6.29,3.75
0.7,0.0,2.0,4.0,61.0,55.0,5.74,5.79,3.52
0.46,4.0,1.0,4.0,66.8,61.0,4.84,4.71,3.2
1.22,1.0,5.0,5.0,62.1,59.0,6.8,6.86,4.24
0.3,1.0,4.0,4.0,63.0,59.0,4.29,4.25,2.69
1.34,1.0,3.0,4.0,60.7,59.0,7.07,7.04,4.28
0.3,1.0,3.0,1.0,60.6,61.0,4.35,4.33,2.63
0.62,0.0,1.0,3.0,61.3,56.0,5.52,5.54,3.39
1.2,1.0,3.0,3.0,62.5,59.0,6.72,6.64,4.19
0.29,0.0,2.0,3.0,61.6,56.0,4.26,4.31,2.64
0.4,0.0,6.0,4.0,62.3,55.0,4.72,4.75,2.95
1.09,0.0,3.0,4.0,61.2,56.0,6.62,6.64,4.06
1.61,1.0,5.0,5.0,62.0,58.0,7.46,7.51,4.64
0.32,0.0,0.0,5.0,62.6,55.0,4.39,4.36,2.74
0.71,3.0,0.0,4.0,63.6,54.0,5.7,5.75,3.64
0.73,0.0,3.0,1.0,61.3,56.0,5.79,5.82,3.56
2.1,4.0,3.0,7.0,67.4,59.0,7.82,7.76,5.24
0.71,0.0,3.0,2.0,62.5,57.0,5.7,5.73,3.57
1.06,2.0,3.0,4.0,60.1,58.0,6.64,6.67,4.0
1.29,0.0,4.0,5.0,63.2,57.0,6.89,6.96,4.38
0.7,0.0,1.0,5.0,60.6,57.0,5.76,5.79,3.5
0.38,1.0,4.0,5.0,59.7,60.0,4.66,4.68,2.79
1.32,0.0,3.0,4.0,61.1,57.0,7.13,7.07,4.34
1.51,0.0,6.0,4.0,61.7,57.0,7.44,7.4,4.58
1.2,2.0,2.0,6.0,62.2,62.0,6.7,6.77,4.19
1.24,0.0,0.0,2.0,61.5,57.0,6.88,6.94,4.25
0.41,0.0,3.0,6.0,61.9,54.0,4.81,4.78,2.97
0.51,3.0,4.0,6.0,56.7,60.0,5.38,5.35,3.04
0.53,0.0,3.0,3.0,61.5,57.0,5.26,5.21,3.22
0.9,1.0,2.0,3.0,62.7,58.0,6.14,6.17,3.86
0.3,1.0,4.0,5.0,62.9,59.0,4.28,4.24,2.68
0.52,0.0,3.0,3.0,61.8,55.0,5.21,5.17,3.21
0.5,2.0,1.0,5.0,63.2,57.0,5.06,5.03,3.19
1.0,3.0,2.0,0.0,60.7,64.0,6.42,6.4,3.89
0.33,0.0,2.0,4.0,61.6,55.0,4.48,4.45,2.75
0.38,0.0,5.0,5.0,61.6,57.0,4.62,4.66,2.86
0.38,0.0,1.0,1.0,62.4,56.0,4.64,4.67,2.9
0.41,3.0,2.0,5.0,63.1,59.0,4.7,4.75,2.98
1.01,2.0,1.0,2.0,63.1,57.0,6.31,6.39,4.01
1.01,2.0,2.0,4.0,58.8,59.0,6.55,6.59,3.86
0.71,0.0,3.0,5.0,60.6,57.0,5.72,5.8,3.49
0.7,1.0,2.0,1.0,61.8,60.0,5.67,5.63,3.49
1.14,2.0,1.0,6.0,60.0,54.0,6.74,6.97,4.11
0.63,0.0,6.0,5.0,61.8,56.0,5.47,5.52,3.39
1.0,1.0,1.0,7.0,60.9,61.0,6.41,6.37,3.89
0.91,1.0,4.0,4.0,61.9,59.0,6.18,6.23,3.84
1.01,2.0,0.0,6.0,59.1,63.0,6.59,6.54,3.88
0.59,0.0,1.0,4.0,60.2,59.0,5.47,5.49,3.3
1.12,2.0,3.0,0.0,61.0,58.0,6.7,6.72,4.09
1.51,1.0,5.0,6.0,62.6,59.0,7.31,7.28,4.57
0.42,1.0,1.0,5.0,62.0,58.0,4.82,4.85,3.0
0.26,0.0,1.0,2.0,62.3,57.0,4.09,4.06,2.54
0.43,0.0,5.0,1.0,60.6,57.0,4.88,4.94,2.97
1.02,2.0,4.0,3.0,62.8,59.0,6.34,6.47,4.02
2.25,1.0,0.0,6.0,60.4,59.0,8.54,8.48,5.13
1.01,3.0,3.0,3.0,63.8,57.0,6.38,6.35,4.06
1.56,2.0,4.0,4.0,63.1,60.0,7.43,7.34,4.66
1.68,0.0,4.0,4.0,61.3,56.0,7.77,7.67,4.73
1.06,0.0,1.0,4.0,61.8,55.0,6.59,6.51,4.05
0.3,2.0,1.0,5.0,61.9,58.0,4.27,4.33,2.66
0.33,0.0,1.0,4.0,60.3,57.0,4.54,4.51,2.73
1.01,2.0,3.0,5.0,63.4,58.0,6.29,6.4,4.02
1.02,4.0,5.0,5.0,53.0,63.0,6.84,6.77,3.66
1.01,2.0,2.0,2.0,61.8,58.0,6.44,6.48,3.99
2.0,4.0,4.0,6.0,65.3,55.0,7.88,7.79,5.12
0.7,0.0,0.0,5.0,62.5,55.0,5.68,5.72,3.56
2.01,4.0,0.0,6.0,66.9,57.0,7.87,7.76,5.23
0.45,3.0,2.0,4.0,56.8,62.0,5.1,5.14,2.91
0.35,2.0,4.0,4.0,59.6,62.0,4.57,4.62,2.74
0.98,3.0,4.0,6.0,57.9,56.0,6.51,6.47,3.76
0.53,3.0,1.0,5.0,64.1,54.0,5.11,5.16,3.29
0.43,0.0,3.0,1.0,62.0,55.0,4.82,4.85,3.0
0.72,1.0,2.0,5.0,59.9,58.0,5.85,5.81,3.49
0.7,2.0,3.0,5.0,63.3,57.0,5.58,5.63,3.55
1.07,2.0,3.0,6.0,58.5,61.0,6.59,6.71,3.89
0.78,2.0,5.0,6.0,62.5,58.0,5.82,5.89,3.66
1.5,2.0,1.0,5.0,58.6,62.0,7.43,7.46,4.36
1.15,2.0,2.0,5.0,62.5,59.0,6.62,6.69,4.16
0.4,2.0,3.0,3.0,61.8,58.0,4.69,4.72,2.91
1.05,2.0,6.0,6.0,60.9,60.0,6.51,6.59,3.99
1.02,2.0,4.0,4.0,63.3,60.0,6.42,6.38,4.05
0.91,4.0,2.0,4.0,66.8,58.0,5.95,5.97,3.98
1.09,2.0,3.0,5.0,60.2,60.0,6.66,6.7,4.02
0.3,2.0,1.0,2.0,62.4,57.0,4.26,4.27,2.66
0.38,0.0,0.0,3.0,61.9,53.5,4.66,4.69,2.9
0.41,2.0,2.0,1.0,63.3,55.0,4.7,4.74,2.99
1.09,0.0,4.0,5.0,62.5,56.0,6.58,6.53,4.1
0.5,0.0,4.0,5.0,62.0,56.0,5.09,5.12,3.16
0.36,0.0,4.0,4.0,62.1,55.0,4.61,4.57,2.85
2.32,0.0,5.0,6.0,62.0,57.0,8.45,8.49,5.25
0.71,2.0,4.0,5.0,60.7,60.0,5.73,5.76,3.49
0.51,2.0,1.0,5.0,62.1,60.0,5.08,5.03,3.14
1.31,1.0,4.0,5.0,59.3,59.0,7.18,7.13,4.24
1.51,1.0,5.0,6.0,61.3,55.0,7.41,7.36,4.53
1.51,2.0,5.0,5.0,62.6,60.0,7.27,7.34,4.57
1.01,2.0,1.0,4.0,63.4,60.0,6.37,6.31,4.02
1.11,2.0,4.0,6.0,61.5,59.0,6.56,6.61,4.05
1.27,0.0,3.0,4.0,62.8,54.0,6.92,6.87,4.33
1.0,1.0,3.0,5.0,62.2,58.0,6.45,6.37,3.99
0.3,2.0,0.0,3.0,63.2,59.0,4.26,4.29,2.7
0.32,0.0,3.0,5.0,62.5,55.0,4.38,4.35,2.73
0.39,1.0,2.0,1.0,59.7,58.0,4.73,4.75,2.83
1.01,2.0,1.0,4.0,63.3,58.0,6.38,6.35,4.03
0.6,0.0,5.0,5.0,62.1,55.0,5.39,5.42,3.35
0.7,0.0,3.0,2.0,59.9,58.0,5.78,5.8,3.47
1.21,0.0,3.0,4.0,61.8,57.0,6.83,6.79,4.21
0.4,0.0,3.0,3.0,62.4,57.0,4.74,4.72,2.95
0.57,2.0,1.0,6.0,58.8,57.3,5.42,5.46,3.21
2.08,1.0,6.0,4.0,60.3,59.0,8.29,8.23,4.98
1.83,0.0,1.0,6.0,62.8,56.0,7.82,7.76,4.89
1.0,1.0,2.0,6.0,61.5,58.0,6.41,6.38,3.93
0.74,2.0,1.0,4.0,61.8,58.0,5.79,5.82,3.59
0.42,0.0,3.0,4.0,61.7,57.0,4.83,4.8,2.97
0.29,2.0,3.0,1.0,62.0,55.0,4.27,4.29,2.65
0.91,2.0,2.0,4.0,60.8,57.0,6.24,6.25,3.8
0.31,0.0,3.0,4.0,62.4,55.0,4.3,4.32,2.69
0.3,0.0,1.0,1.0,61.2,57.0,4.36,4.33,2.66
0.31,2.0,1.0,0.0,58.1,60.0,4.45,4.5,2.6
1.01,1.0,0.0,5.0,60.0,60.0,6.51,6.45,3.89
